transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T942	TIGR00995	Transport and binding proteins	Amino acids, peptides and amines			3a0901s06TIC22: chloroplast protein import component, Tic22 family
T946	TIGR00637	Regulatory functions	Other			ModE_repress: ModE molybdate transport repressor domain
T952	TIGR01005	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			eps_transp_fam: exopolysaccharide transport protein family
T954	TIGR02499	Protein fate	Protein and peptide secretion and trafficking	GO:0009405	pathogenesis	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T954	TIGR02499	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T954	TIGR02499	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T954	TIGR02499	Cellular processes	Pathogenesis	GO:0009405	pathogenesis	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T954	TIGR02499	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T954	TIGR02499	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	HrpE_YscL_not: type III secretion apparatus protein, HrpE/YscL family
T956	TIGR03930			GO:0003674	molecular_function	WXG100_ESAT6: WXG100 family type VII secretion target
T956	TIGR03930			GO:0005576	extracellular region	WXG100_ESAT6: WXG100 family type VII secretion target
T956	TIGR03930			GO:0008150	biological_process	WXG100_ESAT6: WXG100 family type VII secretion target
T960	TIGR01000	Transport and binding proteins	Other			bacteriocin_acc: bacteriocin secretion accessory protein
T963	TIGR02503	Cellular processes	Pathogenesis			type_III_SycN: type III secretion chaperone SycN
T963	TIGR02503	Protein fate	Protein folding and stabilization			type_III_SycN: type III secretion chaperone SycN
T976	TIGR02508	Protein fate	Protein and peptide secretion and trafficking			type_III_yscG: type III secretion protein, YscG family
T976	TIGR02508	Cellular processes	Pathogenesis			type_III_yscG: type III secretion protein, YscG family
T976	TIGR02508	Protein fate	Protein folding and stabilization			type_III_yscG: type III secretion protein, YscG family
T978	TIGR02501	Cellular processes	Pathogenesis			type_III_yscE: type III secretion system protein, YseE family
T986	TIGR03004			GO:0005887	integral component of plasma membrane	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T986	TIGR03004			GO:0033286	ectoine-transporting ATPase activity	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T986	TIGR03004			GO:0033288	hydroxyectoine-transporting ATPase activity	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T986	TIGR03004			GO:0033308	hydroxyectoine transport	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T986	TIGR03004			GO:0051470	ectoine transport	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T995	TIGR02551	Protein fate	Protein and peptide secretion and trafficking	GO:0009405	pathogenesis	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T995	TIGR02551	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T995	TIGR02551	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T995	TIGR02551	Cellular processes	Pathogenesis	GO:0009405	pathogenesis	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T995	TIGR02551	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T995	TIGR02551	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T997	TIGR01404	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	FlhB_rel_III: type III secretion protein, YscU/HrpY family
T997	TIGR01404	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	FlhB_rel_III: type III secretion protein, YscU/HrpY family
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015498	pantothenate:sodium symporter activity	panF: sodium/pantothenate symporter
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015887	pantothenate transmembrane transport	panF: sodium/pantothenate symporter
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015937	coenzyme A biosynthetic process	panF: sodium/pantothenate symporter
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015498	pantothenate:sodium symporter activity	panF: sodium/pantothenate symporter
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015887	pantothenate transmembrane transport	panF: sodium/pantothenate symporter
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015937	coenzyme A biosynthetic process	panF: sodium/pantothenate symporter
T1006	TIGR03173			GO:0016021	integral component of membrane	pbuX: xanthine permease
T1006	TIGR03173			GO:0042906	xanthine transport	pbuX: xanthine permease
T1006	TIGR03173			GO:0042907	xanthine transmembrane transporter activity	pbuX: xanthine permease
T1008	TIGR03227			GO:0030288	outer membrane-bounded periplasmic space	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1008	TIGR03227			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1008	TIGR03227			GO:0031362	anchored component of external side of plasma membrane	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1008	TIGR03227			GO:0033223	2-aminoethylphosphonate transport	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1008	TIGR03227			GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1008	TIGR03227			GO:0033226	2-aminoethylphosphonate binding	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein
T1009	TIGR03226			GO:0005887	integral component of plasma membrane	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
T1009	TIGR03226			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
T1009	TIGR03226			GO:0033223	2-aminoethylphosphonate transport	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
T1009	TIGR03226			GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
T1010	TIGR03255			GO:0005887	integral component of plasma membrane	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
T1010	TIGR03255			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
T1010	TIGR03255			GO:0033223	2-aminoethylphosphonate transport	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
T1010	TIGR03255			GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0043168	anion binding	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0043225	ATPase-coupled anion transmembrane transporter activity	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T1020	TIGR01528	Transport and binding proteins	Other	GO:0016021	integral component of membrane	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1020	TIGR01528	Transport and binding proteins	Other	GO:0015663	nicotinamide mononucleotide transmembrane transporter activity	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1020	TIGR01528	Transport and binding proteins	Other	GO:0015890	nicotinamide mononucleotide transport	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0016021	integral component of membrane	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0015663	nicotinamide mononucleotide transmembrane transporter activity	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0015890	nicotinamide mononucleotide transport	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
T1025	TIGR02554	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	PrgH: type III secretion apparatus protein PrgH/EprH
T1025	TIGR02554	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	PrgH: type III secretion apparatus protein PrgH/EprH
T1025	TIGR02554	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	PrgH: type III secretion apparatus protein PrgH/EprH
T1025	TIGR02554	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	PrgH: type III secretion apparatus protein PrgH/EprH
T1028	TIGR01728	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1028	TIGR01728	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1028	TIGR01728	Transport and binding proteins	Other	GO:0005488	binding	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1028	TIGR01728	Transport and binding proteins	Other	GO:0030288	outer membrane-bounded periplasmic space	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1028	TIGR01728	Transport and binding proteins	Other	GO:0009897	external side of plasma membrane	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1028	TIGR01728	Transport and binding proteins	Other	GO:0042918	alkanesulfonate transport	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T1032	TIGR03361			GO:0003674	molecular_function	VI_Rhs_Vgr: type VI secretion system Vgr family protein
T1032	TIGR03361			GO:0033103	protein secretion by the type VI secretion system	VI_Rhs_Vgr: type VI secretion system Vgr family protein
T1036	TIGR03802			GO:0015300	antiporter activity	Asp_Ala_antiprt: aspartate-alanine antiporter
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0030288	outer membrane-bounded periplasmic space	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0031362	anchored component of external side of plasma membrane	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015614	D-xylose-importing ATPase activity	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015753	D-xylose transport	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1038	TIGR02634	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0033222	xylose binding	xylF: D-xylose ABC transporter, D-xylose-binding protein
T1059	TIGR04056	Transport and binding proteins	Unknown substrate	GO:0045203	integral component of cell outer membrane	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family
T1059	TIGR04056	Transport and binding proteins	Unknown substrate	GO:0015563	transmembrane transporter activity	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family
T1059	TIGR04056	Transport and binding proteins	Unknown substrate	GO:0071702	organic substance transport	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family
T1068	TIGR01194	Transport and binding proteins	Amino acids, peptides and amines			cyc_pep_trnsptr: cyclic peptide transporter
T1068	TIGR01194	Transport and binding proteins	Other			cyc_pep_trnsptr: cyclic peptide transporter
T1074	TIGR01729			GO:0030288	outer membrane-bounded periplasmic space	taurine_ABC_bnd: taurine ABC transporter, periplasmic binding protein
